,M_0038_0191,M_0191_0038,M_0039_0038,M_0037_0038,M_0038_0037,M_0108_0478_0479,M_0032_0323,M_0323_0032,M_0015_0159,M_0821_0159,M_0821_0190,M_0011_0308,M_0308_0011,M_0852_0191,M_0191_0852,M_0037_0779_0039_U
0,0.8615513105773694,0.8344769106358775,0.8205796643907276,0.8982301484475882,0.8098193820274733,0.8628020240500462,0.0,0.778381372984809,0.8311101799068494,0.8975931861429247,0.7534375864358125,0.8064306455942146,0.5790975439252161,0.8561230873233875,0.8609605155475478,0.884003555933763
1,0.860533096694504,0.846021160106598,0.8309348350467607,0.9092804782740618,0.8189697387364654,0.8703228658109907,0.0,0.7910214991651704,0.8360868039543368,0.8996724145526918,0.7687890660092646,0.8155282975452185,0.5842757877682931,0.8710621659406663,0.8736032879509892,0.8890562720870051
2,0.8720975887326322,0.8571071781094998,0.8400795872010092,0.9049451105055968,0.817147198827093,0.8765227704865661,0.0,0.803181472602612,0.8455580612237681,0.9105288770345715,0.7813438981226727,0.8272686564537666,0.5855178424468847,0.8707157457595176,0.8798879113952017,0.8900974279578643
3,0.8737172182799778,0.8661625480948502,0.8477169711399493,0.9187198006988772,0.8251931542740576,0.886273263200902,0.0,0.8162999925570741,0.8523918229793266,0.9104649529077025,0.7913925670791063,0.8364461078671956,0.581391604756367,0.8788507474580235,0.8890003792670984,0.896774585346847
4,0.8751970745007901,0.8745311621661399,0.8587867619203425,0.9146989110261571,0.8269306908850605,0.8915335178360239,0.0,0.8276050051462653,0.8589229511186282,0.9191992747444316,0.8044448301882323,0.8488874411580799,0.5931196491937435,0.8853229148969122,0.8961033393719569,0.8967864282089324
5,0.8839979602141194,0.8836859291806003,0.8660189210385308,0.9221944359104338,0.8278223804328145,0.9015921455517597,0.0,0.8419392658583315,0.8696128303776585,0.9228452665475362,0.8136033336038319,0.8598195087187607,0.5807061525275672,0.8842678407829724,0.9028804325271735,0.9015737124866162
6,0.8777703437127298,0.8911450130842329,0.8758226521535146,0.9252296540008734,0.8356225523927677,0.9086958200357711,0.0,0.8529984764603948,0.8720517508250492,0.9253424824225659,0.8252967062604925,0.866683520829412,0.592764390388434,0.8971425242930758,0.9115917853429809,0.9035109364264123
7,0.8874455386598527,0.8988115633766572,0.8819712008434655,0.9214093112105002,0.8336781048385837,0.9146961330811286,0.0,0.8654277626461131,0.8810211954756036,0.9338290357693843,0.8314214817736787,0.8757403446450472,0.587739890430988,0.894042412842048,0.9149738004397492,0.9035410063911484
8,0.8854589813677283,0.9053330961860921,0.8879954619422286,0.9303416611240762,0.8429904112567498,0.9212257494982816,0.0,0.8754719060648908,0.8865829882098789,0.9280541555823928,0.8377634167054204,0.8804149997792596,0.5849528566264754,0.9033430812915794,0.9232900725147563,0.9080061581271706
9,0.8885387946010925,0.9110281821092924,0.8946429013459563,0.9217755606831215,0.8394360272232592,0.9246780520183234,0.0,0.8852976259518038,0.8923360756805508,0.9367218814338525,0.8474438758422325,0.8908857361804232,0.586734350913704,0.9058985376364265,0.9258498276566334,0.905675244982476
10,0.8914528298488605,0.9160018385572009,0.8988521224675697,0.9293975203340459,0.8393932387369715,0.9335406832984077,0.0,0.8966619914984674,0.8964613864874595,0.9336538568692748,0.851592441242782,0.8974353797796959,0.5794154885899961,0.9062003178935489,0.9297413697471603,0.9090077900785323
11,0.8859886578475106,0.9202436862246505,0.9050525320680082,0.9249750166932337,0.8407240061641378,0.9358530741998535,0.0,0.9063381036649648,0.8985087057797294,0.9351822994973574,0.8620851850609845,0.9061623157830904,0.5876795322210945,0.9212062138854429,0.9323757750269406,0.9062307516784348
12,0.8910562375717932,0.9219510754983214,0.9087796452842756,0.9420588616448249,0.8373248539626957,0.9407887584470033,0.0,0.9234159031207454,0.9039227662280512,0.9352631990577488,0.8652261631359236,0.9131997355184553,0.5764667169406124,0.9183102366870105,0.9301599860365662,0.9062904578210013
13,0.8802342174914383,0.9231397958785311,0.9106989942790353,0.9276030674984759,0.8416296872864669,0.9400803216290291,0.0,0.9210772910446149,0.9010493337284927,0.9271601634086066,0.8626913408412613,0.9104461913459796,0.5803148294902121,0.9118884895225984,0.932856797078802,0.904858205413793
14,0.8814268595371024,0.9210724860632945,0.9081339584413959,0.9051311918246258,0.8318743141670786,0.9372560342972801,0.0,0.9211143426384247,0.9011724737740884,0.9280546776428825,0.8601474155822716,0.9122693057659703,0.5746758379106905,0.9031753010795481,0.9273640832642246,0.8955098112307603
15,0.8735397808315649,0.9180399798836484,0.9039043308439578,0.9071599551048928,0.8290289605222512,0.9371902585668458,0.0,0.9229420736760473,0.900410667526458,0.9157717889955436,0.8553784848498436,0.9110810489802708,0.5664008353171114,0.8997615309351946,0.9256074630216682,0.894684818005113
16,0.8651598106516188,0.9161326400903399,0.9028976407883892,0.8921553709921864,0.8216214276293731,0.9316773761393922,0.0,0.9215746196883866,0.8947685398860308,0.9147243245518146,0.8556293372067585,0.9106095826053859,0.5702800997246925,0.8980527746998519,0.9220980653512336,0.8847082154407816
17,0.8642496161719437,0.9128736689742493,0.9006506635639447,0.8873415512000249,0.8156393350815908,0.9310162623011772,0.0,0.9230441785058454,0.8948634966854082,0.9072333866802735,0.848071924678783,0.9099899719154461,0.5544315538101797,0.8889912597828024,0.9169671403207637,0.8816295996324374
18,0.8511044919186285,0.9099647523315287,0.8964035585739358,0.8809890478452603,0.8146805881515812,0.9249034704631294,0.0,0.9202319103983563,0.8894445038699123,0.8985280029792495,0.8469201230135813,0.906490682629005,0.5562255251553863,0.8919573748828317,0.9154026145494388,0.8741661191432938
19,0.8518181904044819,0.905727321990172,0.8918893741561168,0.8658850159479351,0.802927093689211,0.9196028402375368,0.0,0.9179974933835857,0.8874956382846645,0.8955592501982543,0.8399354508925232,0.9036149753834811,0.5458014378664529,0.8794732072089827,0.9070286824436694,0.8667307519369157
20,0.8398664451440427,0.9002818982963262,0.8855363127329862,0.8650123985442908,0.8015404711700828,0.9139584929162066,0.0,0.9131748840777809,0.8814976803033285,0.8807535769859441,0.8335687104531158,0.8959539182218307,0.5398354950280153,0.8783626625530746,0.9040973361698844,0.8624609569361704
21,0.8344917625698193,0.8951978783522807,0.8807809187617976,0.846193975414644,0.789892338349133,0.9044535311415763,0.0,0.9081307942253818,0.8763927667098903,0.8796589780143707,0.8304901760827936,0.8939363859641135,0.5359443665575547,0.8710661072380765,0.8950481308485309,0.8509945059500476
22,0.8272382591207571,0.8887950801180071,0.8727404888233288,0.8443049778806027,0.781750174788799,0.9004271506346319,0.0,0.9043259503733343,0.8727821008602747,0.8668922077605368,0.8207187499942816,0.8880520288086554,0.5183648041651651,0.8625997339048265,0.8881458455105778,0.8473044623667757
23,0.8120761440919273,0.8844974063192688,0.868332196661249,0.8305717991012046,0.7747399426547869,0.8909523253792558,0.0,0.8974633076944458,0.8652001286356101,0.8596167377425928,0.8169868849805071,0.8804256695818601,0.5194016371474006,0.8630124178155294,0.8820610971972018,0.8361669421759861
24,0.8100761637517649,0.8783996188543824,0.8602267267810477,0.8191075252724537,0.7621622649752007,0.8836263146160445,0.0,0.8912656409327961,0.8598999895287522,0.8522878407614666,0.8056166590354883,0.8746863803877262,0.4999248028221104,0.8475180378684489,0.8731440770182851,0.8285058170911408
